state,type_id,c,cr
prerequisites,AlcoholTaxRedemption,2,2023-04
prerequisites,AnnouncementOfDeath,62,2023-04
prerequisites,DrivingAssessmentApproval,192,2023-04
prerequisites,DrivingLearnersPermit,3,2023-04
prerequisites,DrivingLicense,1825,2023-04
prerequisites,ExampleForm,3,2023-04
prerequisites,FinancialAid,373,2023-04
prerequisites,GeneralFishingLicense,1088,2023-04
prerequisites,HealthInsurance,229,2023-04
prerequisites,ParentalLeave,391,2023-04
prerequisites,PublicDebtPaymentPlan,697,2023-04
prerequisitesSpouse,FinancialAid,7,2023-04
REGISTRY,DrivingInstructorRegistrations,1567,2023-04
residenceGrantApplication,ParentalLeave,18,2023-04
residenceGrantApplicationNoBirthDate,ParentalLeave,15,2023-04
review,AccidentNotification,11,2023-04
review,TransferOfVehicleOwnership,10,2023-04
reviewAddAttachment,AccidentNotification,23,2023-04
spouse,FinancialAid,1,2023-04
spouse_confirm,MarriageConditions,1,2023-04
submitted,ChildrenResidenceChange,11,2023-04
submitted,FinancialAid,428,2023-04
submitted,GeneralFishingLicense,531,2023-04
submitted,LoginService,2,2023-04
submitted,PublicDebtPaymentPlan,23,2023-04
vinnumalastofnunApproval,ParentalLeave,274,2023-04
vinnumalastofnunApproveEdits,ParentalLeave,123,2023-04
approved,DrivingAssessmentApproval,499,2023-05
approved,DrivingLearnersPermit,6,2023-05
approved,InstitutionCollaboration,13,2023-05
completed,AnonymityInVehicleRegistry,144,2023-05
completed,ChangeCoOwnerOfVehicle,25,2023-05
completed,ChangeOperatorOfVehicle,23,2023-05
completed,CriminalRecord,1804,2023-05
completed,DrivingLicenseBookUpdateInstructor,82,2023-05
completed,EuropeanHealthInsuranceCard,13,2023-05
completed,MortgageCertificate,101,2023-05
completed,NoDebtCertificate,272,2023-05
completed,OrderVehicleLicensePlate,1,2023-05
completed,OrderVehicleRegistrationCertificate,8,2023-05
completed,TransferOfVehicleOwnership,1226,2023-05
CONFIRM,DrivingSchoolConfirmation,168,2023-05
declined,DrivingLicense,9,2023-05
delegated,AnnouncementOfDeath,2,2023-05
done,AnnouncementOfDeath,33,2023-05
done,DrivingLicense,799,2023-05
done,FinancialStatementsInao,13,2023-05
done,MarriageConditions,154,2023-05
done,OperatingLicense,65,2023-05
done,PSign,98,2023-05
DONE,DrivingSchoolConfirmation,197,2023-05
draft,AccidentNotification,42,2023-05
draft,AnnouncementOfDeath,1,2023-05
draft,AnonymityInVehicleRegistry,1026,2023-05
draft,ChangeCoOwnerOfVehicle,192,2023-05
draft,ChangeOperatorOfVehicle,311,2023-05
draft,ChildrenResidenceChange,16,2023-05
draft,CriminalRecord,1138,2023-05
draft,DataProtectionAuthorityComplaint,2,2023-05
draft,DigitalTachographDriversCard,20,2023-05
draft,DrivingLicense,35,2023-05
draft,DrivingLicenseBookUpdateInstructor,116,2023-05
draft,EuropeanHealthInsuranceCard,13,2023-05
draft,FinancialAid,33,2023-05
draft,FinancialStatementsInao,42,2023-05
draft,GeneralFishingLicense,143,2023-05
draft,HealthInsurance,49,2023-05
draft,InstitutionCollaboration,17,2023-05
draft,LicensePlateRenewal,40,2023-05
draft,LoginService,13,2023-05
draft,MarriageConditions,231,2023-05
draft,MortgageCertificate,3784,2023-05
draft,NoDebtCertificate,1453,2023-05
draft,OperatingLicense,182,2023-05
draft,OrderVehicleLicensePlate,567,2023-05
draft,OrderVehicleRegistrationCertificate,32,2023-05
draft,ParentalLeave,15,2023-05
draft,PSign,208,2023-05
draft,PublicDebtPaymentPlan,972,2023-05
draft,TransferOfVehicleOwnership,4164,2023-05
editOrAddEmployersAndPeriods,ParentalLeave,103,2023-05
employerApproval,ParentalLeave,1,2023-05
employerApproveEdits,ParentalLeave,1,2023-05
employerWaitingToAssign,ParentalLeave,4,2023-05
employerWaitingToAssignForEdits,ParentalLeave,17,2023-05
inFinalReview,AccidentNotification,10,2023-05
inReview,ChildrenResidenceChange,5,2023-05
inReview,HealthInsurance,83,2023-05
muncipalityNotRegistered,FinancialAid,28,2023-05
noapplicants,EuropeanHealthInsuranceCard,1,2023-05
otherParentApproval,ParentalLeave,1,2023-05
payment,ChangeCoOwnerOfVehicle,2,2023-05
payment,ChangeOperatorOfVehicle,3,2023-05
payment,CriminalRecord,264,2023-05
payment,DrivingLicense,62,2023-05
payment,GeneralFishingLicense,47,2023-05
payment,MarriageConditions,2,2023-05
payment,MortgageCertificate,16,2023-05
payment,OperatingLicense,1,2023-05
payment,OrderVehicleLicensePlate,1,2023-05
payment,OrderVehicleRegistrationCertificate,1,2023-05
payment,TransferOfVehicleOwnership,106,2023-05
payment_info,MortgageCertificate,117,2023-05
pending_rejected,MortgageCertificate,1,2023-05
pending_rejected_try_again,MortgageCertificate,22,2023-05
prerequisites,AnnouncementOfDeath,96,2023-05
prerequisites,DrivingAssessmentApproval,342,2023-05
prerequisites,DrivingLearnersPermit,95,2023-05
prerequisites,DrivingLicense,2382,2023-05
prerequisites,Estate,3,2023-05
prerequisites,EuropeanHealthInsuranceCard,4,2023-05
prerequisites,FinancialAid,385,2023-05
prerequisites,GeneralFishingLicense,629,2023-05
prerequisites,GeneralPetitionService,1,2023-05
prerequisites,HealthInsurance,473,2023-05
prerequisites,ParentalLeave,577,2023-05
prerequisites,PublicDebtPaymentPlan,5246,2023-05
prerequisitesSpouse,FinancialAid,3,2023-05
REGISTRY,DrivingInstructorRegistrations,3190,2023-05
rejected,TransferOfVehicleOwnership,5,2023-05
rejectedbyparentb,ChildrenResidenceChange,1,2023-05
residenceGrantApplication,ParentalLeave,19,2023-05
residenceGrantApplicationNoBirthDate,ParentalLeave,11,2023-05
review,AccidentNotification,17,2023-05
review,ChangeCoOwnerOfVehicle,2,2023-05
review,TransferOfVehicleOwnership,91,2023-05
reviewAddAttachment,AccidentNotification,19,2023-05
spouse_confirm,MarriageConditions,8,2023-05
submitted,ChildrenResidenceChange,12,2023-05
submitted,FinancialAid,546,2023-05
submitted,GeneralFishingLicense,192,2023-05
submitted,LoginService,3,2023-05
submitted,PublicDebtPaymentPlan,1139,2023-05
vinnumalastofnunApproval,ParentalLeave,329,2023-05
vinnumalastofnunApproveEdits,ParentalLeave,155,2023-05
approved,DrivingAssessmentApproval,512,2023-06
approved,DrivingLearnersPermit,317,2023-06
approved,InstitutionCollaboration,14,2023-06
completed,AnonymityInVehicleRegistry,308,2023-06
completed,ChangeCoOwnerOfVehicle,78,2023-06
completed,ChangeOperatorOfVehicle,40,2023-06
completed,CriminalRecord,1140,2023-06
completed,DrivingLicenseBookUpdateInstructor,87,2023-06
completed,EuropeanHealthInsuranceCard,5102,2023-06
completed,LicensePlateRenewal,1,2023-06
completed,MortgageCertificate,99,2023-06
completed,NoDebtCertificate,239,2023-06
completed,OrderVehicleRegistrationCertificate,28,2023-06
completed,TransferOfVehicleOwnership,2462,2023-06
CONFIRM,DrivingSchoolConfirmation,211,2023-06
declined,DrivingLicense,6,2023-06
declined,DrivingLicenseDuplicate,1,2023-06
declined,EuropeanHealthInsuranceCard,71,2023-06
delegated,AnnouncementOfDeath,1,2023-06
done,AnnouncementOfDeath,16,2023-06
done,DrivingLicense,937,2023-06
done,Estate,1,2023-06
done,FinancialStatementsInao,6,2023-06
done,GeneralPetitionService,1,2023-06
done,MarriageConditions,225,2023-06
done,OperatingLicense,73,2023-06
done,PSign,93,2023-06
DONE,DrivingSchoolConfirmation,279,2023-06
draft,AccidentNotification,48,2023-06
draft,AnonymityInVehicleRegistry,1446,2023-06
draft,ChangeCoOwnerOfVehicle,383,2023-06
draft,ChangeOperatorOfVehicle,506,2023-06
draft,ChildrenResidenceChange,15,2023-06
draft,CriminalRecord,892,2023-06
draft,DataProtectionAuthorityComplaint,1,2023-06
draft,DigitalTachographDriversCard,7,2023-06
draft,DrivingLicense,29,2023-06
draft,DrivingLicenseBookUpdateInstructor,251,2023-06
draft,DrivingLicenseDuplicate,8,2023-06
draft,EuropeanHealthInsuranceCard,476,2023-06
draft,FinancialAid,26,2023-06
draft,FinancialStatementsInao,11,2023-06
draft,GeneralFishingLicense,25,2023-06
draft,GeneralPetitionService,6,2023-06
draft,HealthInsurance,11,2023-06
draft,InstitutionCollaboration,15,2023-06
draft,LicensePlateRenewal,8,2023-06
draft,LoginService,10,2023-06
draft,MarriageConditions,277,2023-06
draft,MortgageCertificate,4711,2023-06
draft,NoDebtCertificate,1051,2023-06
draft,OperatingLicense,155,2023-06
draft,OrderVehicleRegistrationCertificate,136,2023-06
draft,ParentalLeave,24,2023-06
draft,Passport,12,2023-06
draft,PSign,149,2023-06
draft,PublicDebtPaymentPlan,350,2023-06
draft,TransferOfVehicleOwnership,5616,2023-06
editOrAddEmployersAndPeriods,ParentalLeave,110,2023-06
employerApproval,ParentalLeave,2,2023-06
employerApproveEdits,ParentalLeave,3,2023-06
employerRequiresActionOnEdits,ParentalLeave,1,2023-06
employerWaitingToAssignForEdits,ParentalLeave,12,2023-06
inFinalReview,AccidentNotification,6,2023-06
inReview,ChildrenResidenceChange,9,2023-06
inReview,HealthInsurance,96,2023-06
muncipalityNotRegistered,FinancialAid,29,2023-06
noapplicants,EuropeanHealthInsuranceCard,160,2023-06
otherParentApproval,ParentalLeave,1,2023-06
payment,ChangeCoOwnerOfVehicle,13,2023-06
payment,ChangeOperatorOfVehicle,8,2023-06
payment,CriminalRecord,255,2023-06
payment,DrivingLicense,52,2023-06
payment,DrivingLicenseDuplicate,2,2023-06
payment,GeneralFishingLicense,6,2023-06
payment,LicensePlateRenewal,1,2023-06
payment,MarriageConditions,3,2023-06
payment,MortgageCertificate,26,2023-06
payment,OperatingLicense,4,2023-06
payment,OrderVehicleRegistrationCertificate,1,2023-06
payment,TransferOfVehicleOwnership,212,2023-06
payment_info,MortgageCertificate,156,2023-06
pending_rejected,MortgageCertificate,2,2023-06
pending_rejected_try_again,MortgageCertificate,29,2023-06
prerequisites,AnnouncementOfDeath,149,2023-06
prerequisites,DrivingAssessmentApproval,325,2023-06
prerequisites,DrivingLearnersPermit,1374,2023-06
prerequisites,DrivingLicense,2549,2023-06
prerequisites,Estate,15,2023-06
prerequisites,EuropeanHealthInsuranceCard,556,2023-06
prerequisites,FinancialAid,400,2023-06
prerequisites,GeneralFishingLicense,63,2023-06
prerequisites,GeneralPetitionService,27,2023-06
prerequisites,HealthInsurance,468,2023-06
prerequisites,ParentalLeave,404,2023-06
prerequisites,PublicDebtPaymentPlan,3133,2023-06
prerequisitesSpouse,FinancialAid,6,2023-06
REGISTRY,DrivingInstructorRegistrations,3772,2023-06
rejected,TransferOfVehicleOwnership,8,2023-06
rejectedbyparentb,ChildrenResidenceChange,1,2023-06
residenceGrantApplication,ParentalLeave,23,2023-06
residenceGrantApplicationNoBirthDate,ParentalLeave,6,2023-06
review,AccidentNotification,22,2023-06
review,ChangeCoOwnerOfVehicle,4,2023-06
review,ChangeOperatorOfVehicle,5,2023-06
review,TransferOfVehicleOwnership,151,2023-06
reviewAddAttachment,AccidentNotification,37,2023-06
spouse_confirm,MarriageConditions,3,2023-06
submitted,ChildrenResidenceChange,14,2023-06
submitted,FinancialAid,514,2023-06
submitted,GeneralFishingLicense,53,2023-06
submitted,LoginService,5,2023-06
submitted,PublicDebtPaymentPlan,379,2023-06
vinnumalastofnunApproval,ParentalLeave,287,2023-06
vinnumalastofnunApproveEdits,ParentalLeave,154,2023-06
approved,DrivingAssessmentApproval,512,2023-07
approved,DrivingLearnersPermit,786,2023-07
approved,InstitutionCollaboration,9,2023-07
completed,AnonymityInVehicleRegistry,288,2023-07
completed,ChangeCoOwnerOfVehicle,61,2023-07
completed,ChangeOperatorOfVehicle,34,2023-07
completed,CriminalRecord,797,2023-07
completed,DrivingLicenseBookUpdateInstructor,57,2023-07
completed,EuropeanHealthInsuranceCard,3928,2023-07
completed,LicensePlateRenewal,4,2023-07
completed,MortgageCertificate,87,2023-07
completed,NoDebtCertificate,106,2023-07
completed,OrderVehicleRegistrationCertificate,34,2023-07
completed,TransferOfVehicleOwnership,2142,2023-07
CONFIRM,DrivingSchoolConfirmation,175,2023-07
declined,DrivingLicense,7,2023-07
declined,DrivingLicenseDuplicate,108,2023-07
declined,EuropeanHealthInsuranceCard,107,2023-07
delegated,AnnouncementOfDeath,1,2023-07
done,AnnouncementOfDeath,39,2023-07
done,DrivingLicense,857,2023-07
done,DrivingLicenseDuplicate,59,2023-07
done,FinancialStatementsInao,2,2023-07
done,GeneralPetitionService,3,2023-07
done,MarriageConditions,213,2023-07
done,OperatingLicense,51,2023-07
done,PSign,69,2023-07
DONE,DrivingSchoolConfirmation,321,2023-07
draft,AccidentNotification,44,2023-07
draft,AnnouncementOfDeath,4,2023-07
draft,AnonymityInVehicleRegistry,1387,2023-07
draft,ChangeCoOwnerOfVehicle,553,2023-07
draft,ChangeOperatorOfVehicle,734,2023-07
draft,ChildrenResidenceChange,12,2023-07
draft,CriminalRecord,841,2023-07
draft,DigitalTachographDriversCard,1,2023-07
draft,DrivingLicense,47,2023-07
draft,DrivingLicenseBookUpdateInstructor,130,2023-07
draft,DrivingLicenseDuplicate,99,2023-07
draft,EuropeanHealthInsuranceCard,496,2023-07
draft,FinancialAid,19,2023-07
draft,FinancialStatementsInao,3,2023-07
draft,GeneralFishingLicense,15,2023-07
draft,GeneralPetitionService,30,2023-07
draft,HealthInsurance,11,2023-07
draft,InstitutionCollaboration,6,2023-07
draft,LicensePlateRenewal,34,2023-07
draft,LoginService,6,2023-07
draft,MarriageConditions,258,2023-07
draft,MortgageCertificate,1826,2023-07
draft,NoDebtCertificate,831,2023-07
draft,OperatingLicense,117,2023-07
draft,OrderVehicleRegistrationCertificate,101,2023-07
draft,ParentalLeave,15,2023-07
draft,Passport,1,2023-07
draft,PSign,146,2023-07
draft,PublicDebtPaymentPlan,118,2023-07
draft,TransferOfVehicleOwnership,9866,2023-07
editOrAddEmployersAndPeriods,ParentalLeave,102,2023-07
employerApproval,ParentalLeave,2,2023-07
employerApproveEdits,ParentalLeave,4,2023-07
employerWaitingToAssign,ParentalLeave,3,2023-07
employerWaitingToAssignForEdits,ParentalLeave,10,2023-07
inFinalReview,AccidentNotification,7,2023-07
inReview,ChildrenResidenceChange,6,2023-07
inReview,HealthInsurance,110,2023-07
muncipalityNotRegistered,FinancialAid,24,2023-07
noapplicants,EuropeanHealthInsuranceCard,188,2023-07
payment,ChangeCoOwnerOfVehicle,8,2023-07
payment,ChangeOperatorOfVehicle,3,2023-07
payment,CriminalRecord,126,2023-07
payment,DrivingLicense,49,2023-07
payment,DrivingLicenseDuplicate,24,2023-07
payment,GeneralFishingLicense,1,2023-07
payment,LicensePlateRenewal,3,2023-07
payment,MarriageConditions,3,2023-07
payment,MortgageCertificate,14,2023-07
payment,OperatingLicense,1,2023-07
payment,OrderVehicleRegistrationCertificate,9,2023-07
payment,TransferOfVehicleOwnership,128,2023-07
payment_info,MortgageCertificate,77,2023-07
pending_rejected_try_again,MortgageCertificate,18,2023-07
prerequisites,AnnouncementOfDeath,143,2023-07
prerequisites,DrivingAssessmentApproval,229,2023-07
prerequisites,DrivingLearnersPermit,1843,2023-07
prerequisites,DrivingLicense,1791,2023-07
prerequisites,EuropeanHealthInsuranceCard,563,2023-07
prerequisites,FinancialAid,311,2023-07
prerequisites,GeneralFishingLicense,60,2023-07
prerequisites,GeneralPetitionService,77,2023-07
prerequisites,HealthInsurance,357,2023-07
prerequisites,ParentalLeave,324,2023-07
prerequisites,PublicDebtPaymentPlan,1321,2023-07
prerequisitesSpouse,FinancialAid,3,2023-07
REGISTRY,DrivingInstructorRegistrations,3232,2023-07
rejected,TransferOfVehicleOwnership,12,2023-07
rejectedbyparentb,ChildrenResidenceChange,2,2023-07
residenceGrantApplication,ParentalLeave,22,2023-07
residenceGrantApplicationNoBirthDate,ParentalLeave,5,2023-07
review,AccidentNotification,21,2023-07
review,ChangeCoOwnerOfVehicle,1,2023-07
review,ChangeOperatorOfVehicle,3,2023-07
review,TransferOfVehicleOwnership,124,2023-07
reviewAddAttachment,AccidentNotification,14,2023-07
spouse,FinancialAid,2,2023-07
spouse_confirm,MarriageConditions,7,2023-07
submitted,ChildrenResidenceChange,19,2023-07
submitted,FinancialAid,500,2023-07
submitted,GeneralFishingLicense,23,2023-07
submitted,LoginService,3,2023-07
submitted,PublicDebtPaymentPlan,97,2023-07
vinnumalastofnunApproval,ParentalLeave,257,2023-07
vinnumalastofnunApproveEdits,ParentalLeave,131,2023-07
approved,DrivingAssessmentApproval,541,2023-08
approved,DrivingLearnersPermit,732,2023-08
approved,InstitutionCollaboration,6,2023-08
approved,ParentalLeave,1,2023-08
completed,AnonymityInVehicleRegistry,399,2023-08
completed,ChangeCoOwnerOfVehicle,82,2023-08
completed,ChangeOperatorOfVehicle,52,2023-08
completed,CriminalRecord,1205,2023-08
completed,DrivingLicenseBookUpdateInstructor,67,2023-08
completed,EuropeanHealthInsuranceCard,2859,2023-08
completed,LicensePlateRenewal,2,2023-08
completed,MortgageCertificate,114,2023-08
completed,NoDebtCertificate,194,2023-08
completed,OrderVehicleRegistrationCertificate,26,2023-08
completed,TransferOfVehicleOwnership,2452,2023-08
CONFIRM,DrivingSchoolConfirmation,173,2023-08
declined,DrivingLicense,5,2023-08
declined,DrivingLicenseDuplicate,76,2023-08
declined,EuropeanHealthInsuranceCard,88,2023-08
delegated,AnnouncementOfDeath,4,2023-08
done,AnnouncementOfDeath,62,2023-08
done,DrivingLicense,942,2023-08
done,DrivingLicenseDuplicate,81,2023-08
done,FinancialStatementsInao,4,2023-08
done,GeneralPetitionService,5,2023-08
done,MarriageConditions,228,2023-08
done,OperatingLicense,40,2023-08
done,Passport,2,2023-08
done,PSign,101,2023-08
DONE,DrivingSchoolConfirmation,269,2023-08
draft,AccidentNotification,54,2023-08
draft,AnnouncementOfDeath,3,2023-08
draft,AnonymityInVehicleRegistry,1351,2023-08
draft,ChangeCoOwnerOfVehicle,550,2023-08
draft,ChangeOperatorOfVehicle,792,2023-08
draft,ChildrenResidenceChange,30,2023-08
draft,ComplaintsToAlthingiOmbudsman,1,2023-08
draft,CriminalRecord,968,2023-08
draft,DrivingLicense,47,2023-08
draft,DrivingLicenseBookUpdateInstructor,170,2023-08
draft,DrivingLicenseDuplicate,84,2023-08
draft,EuropeanHealthInsuranceCard,397,2023-08
draft,FinancialAid,29,2023-08
draft,FinancialStatementsInao,4,2023-08
draft,GeneralFishingLicense,25,2023-08
draft,GeneralPetitionService,32,2023-08
draft,HealthInsurance,17,2023-08
draft,InstitutionCollaboration,17,2023-08
draft,LicensePlateRenewal,35,2023-08
draft,LoginService,8,2023-08
draft,MarriageConditions,214,2023-08
draft,MortgageCertificate,2182,2023-08
draft,NoDebtCertificate,903,2023-08
draft,OperatingLicense,92,2023-08
draft,OrderVehicleRegistrationCertificate,142,2023-08
draft,ParentalLeave,16,2023-08
draft,Passport,5,2023-08
draft,PSign,148,2023-08
draft,PublicDebtPaymentPlan,114,2023-08
draft,TransferOfVehicleOwnership,7526,2023-08
editOrAddEmployersAndPeriods,ParentalLeave,101,2023-08
employerApproval,ParentalLeave,3,2023-08
employerApproveEdits,ParentalLeave,4,2023-08
employerRequiresAction,ParentalLeave,1,2023-08
employerWaitingToAssign,ParentalLeave,2,2023-08
employerWaitingToAssignForEdits,ParentalLeave,9,2023-08
inFinalReview,AccidentNotification,12,2023-08
inReview,ChildrenResidenceChange,27,2023-08
inReview,HealthInsurance,138,2023-08
muncipalityNotRegistered,FinancialAid,15,2023-08
noapplicants,EuropeanHealthInsuranceCard,131,2023-08
payment,ChangeCoOwnerOfVehicle,5,2023-08
payment,ChangeOperatorOfVehicle,5,2023-08
payment,CriminalRecord,213,2023-08
payment,DrivingLicense,50,2023-08
payment,DrivingLicenseDuplicate,12,2023-08
payment,GeneralFishingLicense,5,2023-08
payment,LicensePlateRenewal,3,2023-08
payment,MarriageConditions,1,2023-08
payment,MortgageCertificate,18,2023-08
payment,OperatingLicense,3,2023-08
payment,OrderVehicleRegistrationCertificate,3,2023-08
payment,TransferOfVehicleOwnership,132,2023-08
payment_info,MortgageCertificate,86,2023-08
pending_rejected_try_again,MortgageCertificate,24,2023-08
prerequisites,AnnouncementOfDeath,147,2023-08
prerequisites,DrivingAssessmentApproval,318,2023-08
prerequisites,DrivingLearnersPermit,1322,2023-08
prerequisites,DrivingLicense,2076,2023-08
prerequisites,EuropeanHealthInsuranceCard,455,2023-08
prerequisites,FinancialAid,251,2023-08
prerequisites,GeneralFishingLicense,53,2023-08
prerequisites,GeneralPetitionService,58,2023-08
prerequisites,HealthInsurance,409,2023-08
prerequisites,ParentalLeave,285,2023-08
prerequisites,PublicDebtPaymentPlan,1141,2023-08
prerequisitesSpouse,FinancialAid,5,2023-08
REGISTRY,DrivingInstructorRegistrations,3329,2023-08
rejected,ChangeOperatorOfVehicle,1,2023-08
rejected,TransferOfVehicleOwnership,8,2023-08
rejectedbyparentb,ChildrenResidenceChange,1,2023-08
residenceGrantApplication,ParentalLeave,18,2023-08
residenceGrantApplicationNoBirthDate,ParentalLeave,5,2023-08
review,AccidentNotification,15,2023-08
review,ChangeCoOwnerOfVehicle,3,2023-08
review,ChangeOperatorOfVehicle,2,2023-08
review,TransferOfVehicleOwnership,113,2023-08
reviewAddAttachment,AccidentNotification,21,2023-08
spouse,FinancialAid,1,2023-08
spouse_confirm,MarriageConditions,1,2023-08
submitted,ChildrenResidenceChange,28,2023-08
submitted,FinancialAid,558,2023-08
submitted,GeneralFishingLicense,50,2023-08
submitted,PublicDebtPaymentPlan,87,2023-08
vinnumalastofnunApproval,ParentalLeave,381,2023-08
vinnumalastofnunApproveEdits,ParentalLeave,126,2023-08
approved,DrivingAssessmentApproval,496,2023-09
approved,DrivingLearnersPermit,738,2023-09
approved,InstitutionCollaboration,13,2023-09
completed,AnonymityInVehicleRegistry,342,2023-09
completed,ChangeCoOwnerOfVehicle,73,2023-09
completed,ChangeOperatorOfVehicle,95,2023-09
completed,CriminalRecord,1451,2023-09
completed,DrivingLicenseBookUpdateInstructor,62,2023-09
completed,EuropeanHealthInsuranceCard,2859,2023-09
completed,LicensePlateRenewal,1,2023-09
completed,MortgageCertificate,88,2023-09
completed,NoDebtCertificate,189,2023-09
completed,OrderVehicleLicensePlate,42,2023-09
completed,OrderVehicleRegistrationCertificate,42,2023-09
completed,TransferOfVehicleOwnership,2391,2023-09
CONFIRM,DrivingSchoolConfirmation,134,2023-09
declined,DrivingLicense,11,2023-09
declined,DrivingLicenseDuplicate,86,2023-09
declined,EuropeanHealthInsuranceCard,85,2023-09
delegated,AnnouncementOfDeath,7,2023-09
done,AnnouncementOfDeath,76,2023-09
done,DrivingLicense,877,2023-09
done,DrivingLicenseDuplicate,69,2023-09
done,Estate,7,2023-09
done,FinancialStatementsInao,2,2023-09
done,GeneralPetitionService,15,2023-09
done,MarriageConditions,155,2023-09
done,OperatingLicense,40,2023-09
done,Passport,45,2023-09
done,PSign,95,2023-09
DONE,DrivingSchoolConfirmation,249,2023-09
draft,AccidentNotification,50,2023-09
draft,AnnouncementOfDeath,5,2023-09
draft,AnonymityInVehicleRegistry,1258,2023-09
draft,ChangeCoOwnerOfVehicle,786,2023-09
draft,ChangeOperatorOfVehicle,1194,2023-09
draft,CriminalRecord,683,2023-09
draft,DigitalTachographDriversCard,13,2023-09
draft,DrivingLicense,24,2023-09
draft,DrivingLicenseBookUpdateInstructor,128,2023-09
draft,DrivingLicenseDuplicate,71,2023-09
draft,Estate,48,2023-09
draft,EuropeanHealthInsuranceCard,430,2023-09
draft,FinancialAid,36,2023-09
draft,FinancialStatementsInao,2,2023-09
draft,GeneralFishingLicense,2,2023-09
draft,GeneralPetitionService,67,2023-09
draft,HealthInsurance,12,2023-09
draft,InstitutionCollaboration,28,2023-09
draft,LicensePlateRenewal,22,2023-09
draft,LoginService,12,2023-09
draft,MarriageConditions,195,2023-09
draft,MortgageCertificate,2382,2023-09
draft,NoDebtCertificate,847,2023-09
draft,OperatingLicense,110,2023-09
draft,OrderVehicleLicensePlate,873,2023-09
draft,OrderVehicleRegistrationCertificate,194,2023-09
draft,ParentalLeave,18,2023-09
draft,Passport,50,2023-09
draft,PSign,131,2023-09
draft,PublicDebtPaymentPlan,136,2023-09
draft,TransferOfVehicleOwnership,5550,2023-09
editOrAddEmployersAndPeriods,ParentalLeave,105,2023-09
employerApproval,ParentalLeave,1,2023-09
employerApproveEdits,ParentalLeave,3,2023-09
employerWaitingToAssign,ParentalLeave,3,2023-09
employerWaitingToAssignForEdits,ParentalLeave,7,2023-09
inFinalReview,AccidentNotification,10,2023-09
inReview,ChildrenResidenceChange,1,2023-09
inReview,HealthInsurance,137,2023-09
muncipalityNotRegistered,FinancialAid,42,2023-09
noapplicants,EuropeanHealthInsuranceCard,103,2023-09
payment,ChangeCoOwnerOfVehicle,4,2023-09
payment,ChangeOperatorOfVehicle,12,2023-09
payment,CriminalRecord,206,2023-09
payment,DrivingLicense,53,2023-09
payment,DrivingLicenseDuplicate,9,2023-09
payment,GeneralFishingLicense,5,2023-09
payment,LicensePlateRenewal,1,2023-09
payment,MarriageConditions,1,2023-09
payment,MortgageCertificate,15,2023-09
payment,OrderVehicleLicensePlate,13,2023-09
payment,OrderVehicleRegistrationCertificate,4,2023-09
payment,Passport,1,2023-09
payment,TransferOfVehicleOwnership,132,2023-09
payment_info,MortgageCertificate,96,2023-09
pending_rejected_try_again,MortgageCertificate,32,2023-09
prerequisites,AnnouncementOfDeath,216,2023-09
prerequisites,DrivingAssessmentApproval,215,2023-09
prerequisites,DrivingLearnersPermit,1537,2023-09
prerequisites,DrivingLicense,1524,2023-09
prerequisites,Estate,51,2023-09
prerequisites,EuropeanHealthInsuranceCard,1012,2023-09
prerequisites,FinancialAid,278,2023-09
prerequisites,GeneralFishingLicense,24,2023-09
prerequisites,GeneralPetitionService,101,2023-09
prerequisites,HealthInsurance,319,2023-09
prerequisites,ParentalLeave,283,2023-09
prerequisites,PublicDebtPaymentPlan,1801,2023-09
prerequisitesSpouse,FinancialAid,6,2023-09
REGISTRY,DrivingInstructorRegistrations,3199,2023-09
rejected,ChangeOperatorOfVehicle,2,2023-09
rejected,TransferOfVehicleOwnership,15,2023-09
residenceGrantApplication,ParentalLeave,14,2023-09
residenceGrantApplicationNoBirthDate,ParentalLeave,11,2023-09
review,AccidentNotification,17,2023-09
review,ChangeCoOwnerOfVehicle,5,2023-09
review,ChangeOperatorOfVehicle,5,2023-09
review,TransferOfVehicleOwnership,105,2023-09
reviewAddAttachment,AccidentNotification,22,2023-09
spouse,FinancialAid,1,2023-09
submitted,FinancialAid,529,2023-09
submitted,GeneralFishingLicense,11,2023-09
submitted,LoginService,5,2023-09
submitted,PublicDebtPaymentPlan,117,2023-09
vinnumalastofnunApproval,ParentalLeave,354,2023-09
vinnumalastofnunApproveEdits,ParentalLeave,100,2023-09
approved,DrivingAssessmentApproval,442,2023-10
approved,DrivingLearnersPermit,857,2023-10
approved,InstitutionCollaboration,13,2023-10
completed,AnonymityInVehicleRegistry,209,2023-10
completed,ChangeCoOwnerOfVehicle,92,2023-10
completed,ChangeOperatorOfVehicle,98,2023-10
completed,CriminalRecord,1296,2023-10
completed,DigitalTachographDriversCard,4,2023-10
completed,DrivingLicenseBookUpdateInstructor,50,2023-10
completed,EuropeanHealthInsuranceCard,2515,2023-10
completed,LicensePlateRenewal,3,2023-10
completed,MortgageCertificate,80,2023-10
completed,NoDebtCertificate,219,2023-10
completed,OrderVehicleLicensePlate,61,2023-10
completed,OrderVehicleRegistrationCertificate,21,2023-10
completed,TransferOfVehicleOwnership,2450,2023-10
CONFIRM,DrivingSchoolConfirmation,146,2023-10
declined,DrivingLicense,12,2023-10
declined,DrivingLicenseDuplicate,76,2023-10
declined,EuropeanHealthInsuranceCard,82,2023-10
